anomes_scoragem,anomesdia_scoragem,datetime_sdoragem,unnamed:_0,age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,model_score,score_bin
202009,20200914,,552,34,male,2,own,little,little,6999,48,radio/TV,bad,0.6302469635489354,Faixa 1
202009,20200914,,553,27,male,2,own,moderate,moderate,1995,12,car,good,0.35374469555318455,Faixa 6
202009,20200914,,554,67,female,3,own,little,moderate,1199,9,education,good,0.32424042121733365,Faixa 6
202009,20200914,,555,22,male,2,own,little,moderate,1331,12,radio/TV,bad,0.5357330151220532,Faixa 3
202009,20200914,,556,28,female,2,own,moderate,moderate,2278,18,car,bad,0.46856144397229166,Faixa 4
202009,20200914,,557,29,female,2,own,,,5003,21,car,bad,0.39685920078111786,Faixa 5
202009,20200914,,558,27,male,2,own,little,little,3552,24,furniture/equipment,bad,0.5368859364553825,Faixa 3
202009,20200914,,559,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad,0.5549536045518507,Faixa 2
202009,20200914,,560,49,male,2,free,,little,2964,24,car,good,0.38769161683546305,Faixa 5
202009,20200914,,561,24,male,1,rent,little,little,1546,24,radio/TV,bad,0.6324425868351857,Faixa 1
202009,20200914,,562,29,female,2,own,little,rich,683,6,radio/TV,good,0.3403136650967489,Faixa 6
202009,20200914,,563,37,male,2,free,,moderate,12389,36,car,bad,0.4173677591482926,Faixa 4
202009,20200914,,564,37,male,3,own,,moderate,4712,24,business,good,0.3207796293789444,Faixa 6
202009,20200914,,565,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good,0.5673724599569712,Faixa 2
202009,20200914,,566,36,male,2,own,little,little,1372,12,car,bad,0.45793581361959546,Faixa 4
202009,20200914,,567,34,male,2,own,rich,,2578,24,radio/TV,good,0.23470903806027502,Faixa 9
202009,20200914,,568,41,male,2,own,,moderate,3979,48,radio/TV,good,0.36311924976535254,Faixa 5
202009,20200914,,569,31,female,2,own,little,little,6758,48,radio/TV,bad,0.628305963981071,Faixa 1
202009,20200914,,570,23,female,1,rent,little,little,3234,24,furniture/equipment,bad,0.577918601299753,Faixa 2
202009,20200914,,571,38,male,2,own,little,,5954,30,radio/TV,good,0.23660847258069911,Faixa 9
202009,20200914,,572,26,female,3,rent,,,5433,24,car,good,0.3325201457554147,Faixa 6
202009,20200914,,573,22,female,1,own,little,little,806,15,business,good,0.5375800373095614,Faixa 3
202009,20200914,,574,27,male,1,own,little,moderate,1082,9,radio/TV,good,0.3505789766998756,Faixa 6
202009,20200914,,575,24,female,2,own,little,,2788,15,furniture/equipment,good,0.2563003078002517,Faixa 8
202009,20200914,,576,27,female,2,own,little,moderate,2930,12,radio/TV,good,0.35285589906773324,Faixa 6
202009,20200914,,577,33,female,2,own,,,1927,24,education,good,0.24297811499997587,Faixa 9
202009,20200914,,578,27,male,2,own,little,moderate,2820,36,car,bad,0.5793527467082148,Faixa 2
202009,20200914,,579,27,male,1,own,little,,937,24,education,good,0.2633070652558702,Faixa 8
202009,20200914,,580,30,male,2,own,little,moderate,1056,18,car,bad,0.6024651810621313,Faixa 1
202009,20200914,,581,49,male,1,own,little,moderate,3124,12,car,good,0.29121187376279434,Faixa 7
202009,20200914,,582,26,female,2,rent,little,,1388,9,furniture/equipment,good,0.27365324758656523,Faixa 8
202009,20200914,,583,33,male,1,rent,little,moderate,2384,36,repairs,bad,0.580920146548148,Faixa 2
202009,20200914,,584,52,female,3,free,,,2133,12,car,good,0.21377553353544237,Faixa 10
202009,20200914,,585,20,female,2,rent,little,little,2039,18,furniture/equipment,bad,0.5616663295510509,Faixa 2
202009,20200914,,586,36,male,2,rent,little,little,2799,9,car,good,0.3167235087427368,Faixa 6
202009,20200914,,587,21,male,1,own,little,little,1289,12,furniture/equipment,good,0.49577265795217373,Faixa 3
202009,20200914,,588,47,male,1,own,little,little,1217,18,domestic appliances,bad,0.6148921442294395,Faixa 1
202009,20200914,,589,60,male,2,own,little,little,2246,12,furniture/equipment,bad,0.40439155421255746,Faixa 5
202009,20200914,,590,58,female,1,own,little,little,385,12,radio/TV,good,0.401727516799595,Faixa 5
202009,20200914,,591,42,female,2,rent,,moderate,1965,24,car,good,0.38883622126020845,Faixa 5
202009,20200914,,592,36,female,1,own,rich,,1572,21,business,good,0.2570588810550916,Faixa 8
202009,20200914,,593,20,female,1,rent,little,moderate,2718,24,car,bad,0.5358443185282814,Faixa 3
202009,20200914,,594,40,male,3,own,,little,1358,24,vacation/others,bad,0.5156294074823561,Faixa 3
202009,20200914,,595,32,female,1,own,moderate,moderate,931,6,car,bad,0.4125282389812091,Faixa 4
202009,20200914,,596,23,female,2,rent,little,little,1442,24,car,bad,0.6411194706106307,Faixa 1
202009,20200914,,597,36,male,1,own,little,moderate,4241,24,business,bad,0.5242602213047877,Faixa 3
202009,20200914,,598,31,male,2,own,little,,2775,18,car,bad,0.27919038095952775,Faixa 7
202009,20200914,,599,32,male,2,free,little,,3863,24,business,good,0.27634130334937923,Faixa 7
202009,20200914,,600,45,female,2,own,little,moderate,2329,7,radio/TV,good,0.26846251267207866,Faixa 8
202009,20200914,,601,30,female,2,own,little,moderate,918,9,furniture/equipment,bad,0.5107788440033428,Faixa 3
202009,20200914,,602,34,female,1,free,little,moderate,1837,24,education,bad,0.5799430936287641,Faixa 2
202009,20200914,,603,28,female,3,own,little,,3349,36,furniture/equipment,bad,0.33778661652117126,Faixa 6
202009,20200914,,604,23,female,2,own,little,rich,1275,10,furniture/equipment,good,0.3913590518857513,Faixa 5
202009,20200914,,605,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good,0.44120910397410446,Faixa 4
202009,20200914,,606,74,male,3,own,little,,4526,24,business,good,0.33814096615951,Faixa 6
202009,20200914,,607,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad,0.6011271348957415,Faixa 1
202009,20200914,,608,33,male,2,own,little,,2051,18,radio/TV,good,0.28536577690475273,Faixa 7
202009,20200914,,609,45,male,2,free,,,1300,15,car,good,0.21204763359996,Faixa 10
202009,20200914,,610,22,female,2,own,moderate,little,741,12,domestic appliances,bad,0.5725607500637945,Faixa 2
202009,20200914,,611,48,female,1,free,moderate,rich,1240,10,car,bad,0.3777475735288755,Faixa 5
202009,20200914,,612,29,female,2,own,rich,little,3357,21,radio/TV,good,0.36188009589091585,Faixa 5
202009,20200914,,613,22,female,2,rent,little,little,3632,24,car,good,0.492305195536316,Faixa 3
202009,20200914,,614,22,female,2,own,little,,1808,18,furniture/equipment,bad,0.43654920490732924,Faixa 4
202009,20200914,,615,48,male,3,own,,moderate,12204,48,business,good,0.38572695326585177,Faixa 5
202009,20200914,,616,27,male,3,free,,moderate,9157,60,radio/TV,good,0.37602153272150846,Faixa 5
202009,20200914,,617,37,male,2,rent,little,little,3676,6,car,good,0.3467812477302566,Faixa 6
202009,20200914,,618,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad,0.5031188889043265,Faixa 3
202009,20200914,,619,49,male,1,own,little,,640,12,car,good,0.24533151859350857,Faixa 8
202009,20200914,,620,27,male,2,own,little,moderate,3652,21,business,good,0.3674738996191623,Faixa 5
202009,20200914,,621,32,male,2,own,little,,1530,18,car,bad,0.32101390827257426,Faixa 6
202009,20200914,,622,38,male,2,own,,,3914,48,business,bad,0.34052958241451425,Faixa 6
202009,20200914,,623,22,female,2,rent,little,little,1858,12,furniture/equipment,good,0.475730704440638,Faixa 3
202009,20200914,,624,65,male,2,free,little,little,2600,18,radio/TV,bad,0.47264002849318676,Faixa 3
202009,20200914,,625,35,male,2,own,,,1979,15,radio/TV,good,0.20218479224994138,Faixa 10
202009,20200914,,626,41,male,2,own,little,rich,2116,6,furniture/equipment,good,0.2087418613880051,Faixa 10
202009,20200914,,627,29,male,2,own,moderate,moderate,1437,9,car,bad,0.4019925399796762,Faixa 5
202009,20200914,,628,36,male,2,own,quite rich,,4042,42,furniture/equipment,good,0.29555803875342246,Faixa 7
202009,20200914,,629,64,male,1,own,,,3832,9,education,good,0.1903398763641427,Faixa 10
202009,20200914,,630,28,female,2,own,little,little,3660,24,radio/TV,good,0.48440122502071814,Faixa 3
202009,20200914,,631,44,male,2,own,little,little,1553,18,furniture/equipment,bad,0.6073660402840781,Faixa 1
202009,20200914,,632,23,male,2,own,,moderate,1444,15,radio/TV,good,0.36640485166461184,Faixa 5
202009,20200914,,633,19,female,2,rent,little,,1980,9,furniture/equipment,bad,0.379743380555494,Faixa 5
202009,20200914,,634,25,female,1,own,little,moderate,1355,24,car,bad,0.627108460291836,Faixa 1
202009,20200914,,635,47,male,2,own,little,,1393,12,education,good,0.19925580740145174,Faixa 10
202009,20200914,,636,28,female,2,own,quite rich,,1376,24,radio/TV,good,0.2536420220337381,Faixa 8
202009,20200914,,637,21,male,2,own,little,,15653,60,radio/TV,good,0.41836099689888,Faixa 4
202009,20200914,,638,34,female,2,own,little,,1493,12,radio/TV,good,0.2258858898216353,Faixa 9
202009,20200914,,639,26,male,2,own,little,little,4370,42,radio/TV,bad,0.6012253969928314,Faixa 1
202009,20200914,,640,27,female,0,own,little,little,750,18,education,bad,0.6242559866271203,Faixa 1
202009,20200914,,641,38,male,1,own,little,moderate,1308,15,repairs,good,0.4209793062952489,Faixa 4
202009,20200914,,642,40,male,3,own,moderate,,4623,15,education,bad,0.35078757904874486,Faixa 6
202009,20200914,,643,33,male,2,own,little,,1851,24,radio/TV,good,0.23650361224008815,Faixa 9
202009,20200914,,644,32,male,3,own,little,little,1880,18,radio/TV,good,0.5091300810116627,Faixa 3
202009,20200914,,645,27,male,2,rent,,,7980,36,business,bad,0.4186978996817034,Faixa 4
202009,20200914,,646,32,male,2,own,little,little,4583,30,furniture/equipment,good,0.5446018339420634,Faixa 2
202009,20200914,,647,26,female,2,own,quite rich,,1386,12,car,bad,0.3020804715665892,Faixa 7
202009,20200914,,648,38,male,2,free,little,rich,947,24,car,bad,0.5928055253507689,Faixa 2
202009,20200914,,649,40,male,1,rent,little,little,684,12,education,bad,0.6119961787357037,Faixa 1
202009,20200914,,650,50,male,3,free,little,little,7476,48,education,good,0.560324753757006,Faixa 2
202009,20200914,,651,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad,0.40527376709993496,Faixa 5
202009,20200914,,652,45,male,2,own,little,little,2303,24,car,bad,0.5445097566714966,Faixa 2
202009,20200914,,653,42,male,3,own,moderate,moderate,8086,36,car,bad,0.5526545972792157,Faixa 2
202009,20200914,,654,35,male,2,own,little,,2346,24,car,good,0.25622316153833324,Faixa 8
202009,20200914,,655,22,male,2,free,little,little,3973,14,car,good,0.47253114039965943,Faixa 3
202009,20200914,,656,41,male,1,own,little,moderate,888,12,car,bad,0.5331257672745242,Faixa 3
202009,20200914,,657,37,male,2,own,,,10222,48,radio/TV,good,0.2653711367235602,Faixa 8
202009,20200914,,658,28,female,2,own,little,moderate,4221,30,business,good,0.5579755319539791,Faixa 2
202009,20200914,,659,41,male,2,own,little,moderate,6361,18,furniture/equipment,good,0.3839102431858272,Faixa 5
202009,20200914,,660,23,male,2,rent,little,rich,1297,12,radio/TV,good,0.41428963530836527,Faixa 4
202009,20200914,,661,23,male,2,own,,little,900,12,car,bad,0.5218071986992232,Faixa 3
202009,20200914,,662,50,male,2,own,little,,2241,21,furniture/equipment,good,0.2534747857667557,Faixa 8
202009,20200914,,663,35,male,3,own,little,moderate,1050,6,furniture/equipment,good,0.3554977470962284,Faixa 6
202009,20200914,,664,50,female,1,own,little,rich,1047,6,education,good,0.2744527402580225,Faixa 8
202009,20200914,,665,27,male,3,own,little,,6314,24,vacation/others,good,0.2643184616889895,Faixa 8
202009,20200914,,666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,0.33672505667963165,Faixa 6
202009,20200914,,667,27,female,2,own,little,,3609,48,business,good,0.2977389854872293,Faixa 7
202009,20200914,,668,43,male,2,rent,little,little,4843,12,car,bad,0.5270305510775671,Faixa 3
202009,20200914,,669,47,male,2,own,little,rich,3017,30,radio/TV,good,0.3294208556416091,Faixa 6
202009,20200914,,670,27,male,1,own,moderate,,4139,24,business,good,0.30575260945462696,Faixa 7
202009,20200914,,671,31,male,2,own,moderate,,5742,36,business,good,0.25622432177354304,Faixa 8
202009,20200914,,672,42,male,3,own,little,,10366,60,car,good,0.2813935225582774,Faixa 7
202009,20200914,,673,24,male,2,own,quite rich,,2080,6,car,good,0.2201145851208155,Faixa 9
202009,20200914,,674,41,male,1,own,quite rich,,2580,21,business,bad,0.3281511771732751,Faixa 6
202009,20200914,,675,26,female,3,rent,little,,4530,30,radio/TV,good,0.34035939421107464,Faixa 6
202009,20200914,,676,33,male,2,own,little,,5150,24,furniture/equipment,good,0.2549714930240452,Faixa 8
202009,20200914,,677,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,0.5158382834755044,Faixa 3
202009,20200914,,678,64,male,1,rent,little,little,2384,24,radio/TV,good,0.4611442349917729,Faixa 4
202009,20200914,,679,26,female,2,own,little,,1453,18,radio/TV,good,0.28284134205443634,Faixa 7
202009,20200914,,680,56,female,2,own,little,,1538,6,education,good,0.17793863738312066,Faixa 10
202009,20200914,,681,37,male,2,free,,,2279,12,radio/TV,good,0.21097940916053023,Faixa 10
202009,20200914,,682,33,male,2,own,little,,1478,15,radio/TV,good,0.23748496059724905,Faixa 9
202009,20200914,,683,47,male,2,free,little,,5103,24,radio/TV,good,0.2685801756397756,Faixa 8
202009,20200914,,684,31,male,1,own,moderate,moderate,9857,36,business,good,0.5148747747356017,Faixa 3
202009,20200914,,685,34,male,2,free,,,6527,60,car,good,0.24176362159436204,Faixa 9
202009,20200914,,686,27,male,2,own,,rich,1347,10,radio/TV,good,0.2867900797590717,Faixa 7
202009,20200914,,687,30,male,2,free,moderate,moderate,2862,36,car,good,0.5122371884467608,Faixa 3
202009,20200914,,688,35,male,2,own,moderate,,2753,9,radio/TV,good,0.16969428407372183,Faixa 10
202009,20200914,,689,31,male,2,own,rich,little,3651,12,car,good,0.29335446791826203,Faixa 7
202009,20200914,,690,25,male,2,own,little,little,975,15,furniture/equipment,good,0.5411417797764124,Faixa 2
202009,20200914,,691,25,female,1,own,moderate,moderate,2631,15,repairs,good,0.3988825937001374,Faixa 5
202009,20200914,,692,29,male,2,own,moderate,moderate,2896,24,radio/TV,good,0.42256735833847653,Faixa 4
202009,20200914,,693,44,male,1,own,,little,4716,6,car,good,0.3344789721529626,Faixa 6
202009,20200914,,694,28,male,2,own,little,,2284,24,radio/TV,good,0.2800558376211201,Faixa 7
202009,20200914,,695,50,male,2,rent,quite rich,,1236,6,car,good,0.17385556761818685,Faixa 10
202009,20200914,,696,29,male,2,own,little,moderate,1103,12,radio/TV,good,0.45498366577232324,Faixa 4
202009,20200914,,697,38,female,0,own,little,,926,12,car,good,0.244419957741666,Faixa 9
202009,20200914,,698,24,male,2,own,little,,1800,18,radio/TV,good,0.3446508205431237,Faixa 6
202009,20200914,,699,40,male,3,rent,little,rich,1905,15,education,good,0.35728306622175976,Faixa 6
202009,20200914,,700,29,female,1,rent,quite rich,,1123,12,furniture/equipment,bad,0.33546461983864856,Faixa 6
202009,20200914,,701,46,male,2,free,little,little,6331,48,car,bad,0.631887132343184,Faixa 1
202009,20200914,,702,47,female,2,free,moderate,rich,1377,24,radio/TV,good,0.40261225519147154,Faixa 5
202009,20200914,,703,41,male,2,own,moderate,moderate,2503,30,business,good,0.4332246682125449,Faixa 4
202009,20200914,,704,32,female,2,own,little,moderate,2528,27,business,good,0.5418647968428498,Faixa 2
202009,20200914,,705,35,female,2,free,quite rich,,5324,15,car,good,0.2699420556369149,Faixa 8
202009,20200914,,706,24,male,2,own,moderate,moderate,6560,48,car,bad,0.5485445249654258,Faixa 2
202009,20200914,,707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,0.48883118593900576,Faixa 3
202009,20200914,,708,25,female,2,own,little,moderate,1206,9,radio/TV,good,0.4056304919752109,Faixa 5
202009,20200914,,709,37,male,1,own,little,moderate,2118,9,radio/TV,good,0.2768259171225551,Faixa 7
202009,20200914,,710,32,male,3,own,quite rich,,629,18,radio/TV,good,0.2702334668107553,Faixa 8
202009,20200914,,711,35,female,2,free,little,little,1198,6,education,bad,0.46659690928451264,Faixa 4
202009,20200914,,712,46,male,3,own,,,2476,21,car,good,0.22842977591169109,Faixa 9
202009,20200914,,713,25,male,1,own,little,little,1138,9,radio/TV,good,0.3925749848493522,Faixa 5
202009,20200914,,714,27,male,3,own,little,moderate,14027,60,car,bad,0.6338561002156748,Faixa 1
202009,20200914,,715,63,male,2,own,,,7596,30,car,good,0.2821524088337948,Faixa 7
202009,20200914,,716,40,male,2,own,,,3077,30,radio/TV,good,0.21047716110115133,Faixa 10
202009,20200914,,717,32,male,3,free,little,,1505,18,radio/TV,good,0.29541012337461336,Faixa 7
202009,20200914,,718,31,male,2,own,,rich,3148,24,radio/TV,good,0.2656814233947819,Faixa 8
202009,20200914,,719,31,male,2,own,moderate,moderate,6148,20,car,good,0.329757712353461,Faixa 6
202009,20200914,,720,34,male,3,own,little,rich,1337,9,radio/TV,bad,0.4434641554960334,Faixa 4
202009,20200914,,721,24,female,2,rent,rich,moderate,433,6,education,bad,0.45804926730503465,Faixa 4
202009,20200914,,722,24,female,1,own,little,little,1228,12,car,bad,0.5378878313386364,Faixa 3
202009,20200914,,723,66,female,1,own,quite rich,moderate,790,9,radio/TV,good,0.2789056098058273,Faixa 7
202009,20200914,,724,21,female,2,rent,little,,2570,27,car,bad,0.42082857811624097,Faixa 4
202009,20200914,,725,41,female,1,own,rich,,250,6,car,good,0.21408616624236082,Faixa 10
202009,20200914,,726,47,male,1,own,quite rich,,1316,15,radio/TV,good,0.22523635705155337,Faixa 9
202009,20200914,,727,25,female,2,rent,little,little,1882,18,radio/TV,bad,0.5724497149046797,Faixa 2
202009,20200914,,728,59,female,2,rent,little,moderate,6416,48,business,bad,0.5859086763028327,Faixa 2
202009,20200914,,729,36,male,2,own,rich,rich,1275,24,business,good,0.36773918505870584,Faixa 5
202009,20200914,,730,33,male,2,own,little,moderate,6403,24,radio/TV,good,0.41752854397949163,Faixa 4
202009,20200914,,731,21,male,1,rent,little,little,1987,24,radio/TV,bad,0.6295838194465018,Faixa 1
202009,20200914,,732,44,female,1,own,little,moderate,760,8,radio/TV,good,0.32388509725032233,Faixa 6
202009,20200914,,733,28,female,2,rent,rich,,2603,24,car,good,0.3130272141302543,Faixa 7
202009,20200914,,734,37,female,2,own,little,,3380,4,car,good,0.18662992703594966,Faixa 10
202009,20200914,,735,29,female,0,own,,moderate,3990,36,domestic appliances,good,0.34250599134627263,Faixa 6
202009,20200914,,736,23,female,3,rent,little,moderate,11560,24,car,bad,0.646032155677167,Faixa 1
202009,20200914,,737,35,male,1,own,moderate,little,4380,18,car,good,0.4478179304554042,Faixa 4
202009,20200914,,738,45,male,3,own,little,,6761,6,car,good,0.3205981771418087,Faixa 6
202009,20200914,,739,26,female,1,rent,moderate,moderate,4280,30,business,bad,0.5397969240326357,Faixa 2
202009,20200914,,740,32,male,2,own,moderate,little,2325,24,car,good,0.5249600246967169,Faixa 3
202009,20200914,,741,23,male,1,own,little,moderate,1048,10,radio/TV,good,0.41928293419808554,Faixa 4
202009,20200914,,742,41,male,2,own,,,3160,21,radio/TV,good,0.21441031401501007,Faixa 10
202009,20200914,,743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,0.4518929428822362,Faixa 4
202009,20200914,,744,30,male,3,own,,little,14179,39,furniture/equipment,good,0.4648909033419535,Faixa 4
202009,20200914,,745,28,male,1,own,little,little,1797,13,business,good,0.4117627203538909,Faixa 4
202009,20200914,,746,23,female,2,rent,little,little,2511,15,car,good,0.42895635623128725,Faixa 4
202009,20200914,,747,37,female,1,own,little,little,1274,12,car,bad,0.5141963412182841,Faixa 3
202009,20200914,,748,26,male,2,own,,,5248,21,car,good,0.2977886948518684,Faixa 7
202009,20200914,,749,33,male,2,own,little,,3029,15,car,good,0.20063100857434513,Faixa 10
202009,20200914,,750,49,female,2,own,little,little,428,6,furniture/equipment,good,0.285862120917577,Faixa 7
202009,20200914,,751,23,female,1,own,little,little,976,18,car,bad,0.6232841526394077,Faixa 1
202009,20200914,,752,23,female,1,rent,moderate,moderate,841,12,business,good,0.5338577014529352,Faixa 3
202009,20200914,,753,25,female,2,own,little,,5771,30,radio/TV,good,0.30110463643605756,Faixa 7
202009,20200914,,754,55,male,2,free,rich,,1555,12,repairs,bad,0.2555119081028301,Faixa 8
202009,20200914,,755,32,female,2,rent,,little,1285,24,car,bad,0.5681793810755789,Faixa 2
202009,20200914,,756,74,male,0,own,little,rich,1299,6,car,good,0.22581708964634867,Faixa 9
202009,20200914,,757,39,male,2,free,,rich,1271,15,radio/TV,bad,0.4175870134209568,Faixa 4
202009,20200914,,758,31,male,2,own,little,,1393,24,car,good,0.22896812969033098,Faixa 9
202009,20200914,,759,35,male,2,own,little,little,691,12,car,bad,0.6169033135956821,Faixa 1
202009,20200914,,760,59,female,2,own,,,5045,15,car,good,0.3154093122606593,Faixa 6
202009,20200914,,761,24,female,2,rent,little,little,2124,18,furniture/equipment,bad,0.5584348122700316,Faixa 2
202009,20200914,,762,24,male,1,own,little,little,2214,12,radio/TV,good,0.4394302893204071,Faixa 4
202009,20200914,,763,30,male,3,free,,,12680,21,car,bad,0.4266708342551239,Faixa 4
202009,20200914,,764,27,male,2,own,moderate,,2463,24,car,good,0.26942630611829416,Faixa 8
202009,20200914,,765,40,male,1,own,little,moderate,1155,12,radio/TV,good,0.43485220365916255,Faixa 4
202009,20200914,,766,31,male,1,own,little,little,3108,30,furniture/equipment,bad,0.5570889761545197,Faixa 2
202009,20200914,,767,31,female,2,rent,,,2901,10,car,good,0.21944412185262022,Faixa 9
202009,20200914,,768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,0.3588773299674348,Faixa 6
202009,20200914,,769,63,male,1,own,little,,1655,12,radio/TV,good,0.22218475678990712,Faixa 9
202009,20200914,,770,26,female,2,rent,,little,2812,24,car,good,0.44597370306581374,Faixa 4
202009,20200914,,771,25,female,3,own,little,little,8065,36,education,bad,0.5822857620993138,Faixa 2
202009,20200914,,772,36,male,3,own,little,,3275,21,car,good,0.2220179647588834,Faixa 9
202009,20200914,,773,52,male,2,own,moderate,,2223,24,radio/TV,good,0.22787229587472735,Faixa 9
202009,20200914,,774,66,male,0,free,quite rich,rich,1480,12,car,good,0.3126708608199233,Faixa 7
202009,20200914,,775,25,female,2,rent,,little,1371,24,car,bad,0.5683832222402089,Faixa 2
202009,20200914,,776,37,male,2,own,little,,3535,36,car,good,0.2510609876561151,Faixa 8
202009,20200914,,777,25,female,2,own,little,little,3509,18,radio/TV,good,0.43257667307176656,Faixa 4
202009,20200914,,778,38,male,3,own,rich,,5711,36,car,good,0.20648899173430119,Faixa 10
202009,20200914,,779,67,female,2,own,little,moderate,3872,18,repairs,good,0.32562879836940356,Faixa 6
202009,20200914,,780,25,male,2,own,little,moderate,4933,39,radio/TV,bad,0.5837080893094662,Faixa 2
202009,20200914,,781,60,male,2,own,rich,,1940,24,car,good,0.20701739353283324,Faixa 10
202009,20200914,,782,31,male,1,own,little,moderate,1410,12,education,good,0.3688831463336177,Faixa 5
202009,20200914,,783,23,female,1,own,moderate,moderate,836,12,car,bad,0.529183413296719,Faixa 3
202009,20200914,,784,60,male,3,own,,moderate,6468,20,car,good,0.3595325690643024,Faixa 6
202009,20200914,,785,35,male,1,own,rich,moderate,1941,18,business,good,0.31686817226367614,Faixa 6
202009,20200914,,786,40,male,2,own,quite rich,,2675,22,radio/TV,good,0.2319865836347615,Faixa 9
202009,20200914,,787,38,male,2,own,,,2751,48,car,good,0.2192355362875279,Faixa 10
202009,20200914,,788,50,male,2,free,little,moderate,6224,48,education,bad,0.5844137558218373,Faixa 2
202009,20200914,,789,27,male,2,own,little,little,5998,40,education,bad,0.566670819332613,Faixa 2
202009,20200914,,790,39,female,2,own,little,moderate,1188,21,business,bad,0.6128037005779832,Faixa 1
202009,20200914,,791,41,male,3,own,,,6313,24,car,good,0.2501789278824214,Faixa 8
202009,20200914,,792,27,male,2,own,,,1221,6,furniture/equipment,good,0.18890274735351625,Faixa 10
202009,20200914,,793,51,male,2,free,little,rich,2892,24,furniture/equipment,good,0.349514896301636,Faixa 6
202009,20200914,,794,32,male,2,rent,quite rich,,3062,24,furniture/equipment,good,0.2571536740530958,Faixa 8
202009,20200914,,795,22,female,2,rent,moderate,,2301,9,furniture/equipment,good,0.3197416813090989,Faixa 6
202009,20200914,,796,51,male,2,free,,little,7511,18,car,bad,0.5088439379031354,Faixa 3
202009,20200914,,797,22,female,1,rent,little,,1258,12,furniture/equipment,good,0.37734078997354387,Faixa 5
202009,20200914,,798,54,male,2,own,,,717,24,car,good,0.22163212464863435,Faixa 9
202009,20200914,,799,35,male,0,own,,moderate,1549,9,car,good,0.26559649781822986,Faixa 8
202009,20200914,,800,54,male,2,free,little,,1597,24,education,good,0.23830614146237186,Faixa 9
202009,20200914,,801,48,female,1,rent,little,moderate,1795,18,radio/TV,good,0.49704015962104114,Faixa 3
202009,20200914,,802,24,female,2,own,little,little,4272,20,furniture/equipment,good,0.5292960486926772,Faixa 3
202009,20200914,,803,35,male,2,own,,,976,12,radio/TV,good,0.20990322115840257,Faixa 10
202009,20200914,,804,24,female,0,rent,,moderate,7472,12,car,good,0.44654188670598804,Faixa 4
202009,20200914,,805,24,male,2,own,little,little,9271,36,car,bad,0.6314887808436944,Faixa 1
202009,20200914,,806,26,male,1,own,little,moderate,590,6,radio/TV,good,0.29118945243486793,Faixa 7
202009,20200914,,807,65,male,2,own,,,930,12,radio/TV,good,0.20385639532581962,Faixa 10
202009,20200914,,808,55,male,3,free,little,moderate,9283,42,car,good,0.5721080184236549,Faixa 2
202009,20200914,,809,26,female,0,rent,little,moderate,1778,15,car,bad,0.4608044493644236,Faixa 4
202009,20200914,,810,26,male,2,own,little,moderate,907,8,business,good,0.3385808671325995,Faixa 6
202009,20200914,,811,28,male,1,own,little,moderate,484,6,radio/TV,good,0.31236282562578854,Faixa 7
202009,20200914,,812,24,male,2,own,little,little,9629,36,car,bad,0.6190124160081325,Faixa 1
202009,20200914,,813,54,male,2,own,little,little,3051,48,domestic appliances,bad,0.6400070480112077,Faixa 1
202009,20200914,,814,46,male,2,free,little,little,3931,48,car,bad,0.6531102881285941,Faixa 1
202009,20200914,,815,54,female,2,rent,little,moderate,7432,36,car,good,0.485151961618745,Faixa 3
202009,20200914,,816,62,male,2,own,quite rich,,1338,6,domestic appliances,good,0.16858120225663728,Faixa 10
202009,20200914,,817,24,female,2,rent,little,,1554,6,radio/TV,good,0.24617996402922931,Faixa 8
202009,20200914,,818,43,male,3,own,little,little,15857,36,vacation/others,good,0.6010326371637178,Faixa 1
202009,20200914,,819,26,male,2,own,little,little,1345,18,radio/TV,bad,0.621110543351009,Faixa 1
202009,20200914,,820,27,male,2,own,little,,1101,12,car,good,0.2452468888771623,Faixa 8
202009,20200914,,821,24,male,2,own,little,rich,3016,12,radio/TV,good,0.27528048521860826,Faixa 7
202009,20200914,,822,41,male,2,own,little,little,2712,36,furniture/equipment,bad,0.6288591193419231,Faixa 1
202009,20200914,,823,47,male,1,own,little,little,731,8,car,good,0.3181462795498822,Faixa 6
202009,20200914,,824,35,male,3,own,little,,3780,18,furniture/equipment,good,0.23137899620778066,Faixa 9
202009,20200914,,825,30,male,2,own,little,little,1602,21,car,good,0.6153464608351117,Faixa 1
202009,20200914,,826,33,female,2,rent,little,little,3966,18,car,bad,0.5519692002469334,Faixa 2
202009,20200914,,827,36,male,2,own,little,,4165,18,business,bad,0.3956676275062789,Faixa 5
202009,20200914,,828,47,male,2,free,,little,8335,36,car,bad,0.48070382589704935,Faixa 3
